Rank	Score	ADR	r_Drugname	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
376	0.096065412	Dyspnoea	[LETAIRIS] [LASIX]	18	26.8657	LASIX	63	5.25876	LETAIRIS	465	13.7493	"102715162,103092313,103592723,103834583,103910676,104148845,105224531,105410604,105497611,105707152,105913401,105968775,106024022,106118232,106118921,106215612,106391991,106697631,106780681,106822291,87621377,91715953,92248905,989447110"
377	0.095861055	Dyspnoea	[LETAIRIS] [OXYGEN]	10	27.027	OXYGEN	40	18.0995	LETAIRIS	465	13.7493	"102505605,103592723,103993299,104463213,105616022,105671701,105770442,105968775,87621377"
378	0.094957784	Platelet count decreased	[PEGINTRON] [SOVRIAD]	26	42.623	PEGINTRON	79	28.8321	SOVRIAD	54	35.2941	"102413934,102521694,102650774,102714104,102844073,102905064,103012965,103089804,103295194,103499003,103570144,103647723,103804654,104280613,104406282,104468152,104493594,104620732,104804242,104804273,104879443,105063302,105094441,105146862,105146872,105331321,105431162,105954391,106022282,106236942,106380602,106407771,106707813,106721541"
382	0.094345207	Cerebro vascular accident	[ASPIRIN] [HYDROCHLOROTHIAZIDE]	17	17	ASPIRIN	172	5.76407	HYDROCHLOROTHIAZIDE	41	7.13044	"100795542,101042582,101046352,101052282,101060642,101062262,101076322,101077682,101080822,101083192,101096752,101101142,101102372,101104032,101107132,101109782,101115452,101139142,101141902,101203672,103041232,104006422,104972342,105188083,105217262,105227711,105709222,106839501,96042774"
383	0.093908492	Anaemia	[VICTRELIS] [REBETOL]	11	34.375	REBETOL	39	21.1957	VICTRELIS	32	26.4463	"100402637,102578154,103056072,103075462,103494378,104227272,104254882,104258702,104312262,104326442,104331132,104353852,104844542,105984691,916119014"
385	0.093427301	Pericardialeffusion	[EPILIM] [KEPPRA]	10	62.5	KEPPRA	12	2.41449	EPILIM	10	23.2558	"105497951,105668581,105695011,105697931,105705671,105746111,105806121,105827561,105830321,105856681"
386	0.092893686	Cardiac failure congestive	[CLONIDINE] [AVANDIA]	13	32.5	CLONIDINE	16	7.44186	AVANDIA	1052	21.4694	"101102592,101205432,101206212,103167602,103173042,103174542,103187382,103194072,103198512,103200052,104856362,105218182,105541252,105541362"
387	0.092785141	White blood cell count decreased	[RIBAVIRIN] [PEGINTRON]	39	26.7123	RIBAVIRIN	102	10.5809	PEGINTRON	49	17.8832	"102410694,102413934,102543854,102650774,102733293,102740364,102905054,102905064,102905094,103132054,103295194,103318973,103330614,103557972,103570144,103647723,103678473,103706323,103893013,103922263,104080404,104198002,104629822,104651643,104804242,104804712,104938603,104963062,105032661,105114361,105123602,105326641,105414932,105560213,105560521,105581762,105674802,105695501,105724462,105972721,106136501,106394461,106699581"
388	0.09270885	Drugreactionwitheosinophiliaandsystemicsymptoms	[OMEPRAZOLE] [LISINOPRIL]	11	11	OMEPRAZOLE	19	1.10081	LISINOPRIL	14	0.956284	"106066331,106141341,106174541,106174591,106213141,106268981,106275091,106336471,106362781,106401391,106454751,106540131,106576301,107048771"
390	0.092685763	Agitation	[METFORMIN] [THYROXINE]	11	68.75	THYROXINE	11	13.75	METFORMIN	19	1.12426	"104572592,104866181,104888151,104938431,105022461,105619991,105689151,105693631,105700611,105774531,105812171,105817001,106194221"
392	0.09227202	Seizure	[LAMICTAL] [KEPPRA]	12	26.087	KEPPRA	87	17.505	LAMICTAL	54	13.2678	"100768122,104165222,104718492,104798894,104942741,105213752,105226541,105231852,105251801,105278931,105279821,105334693,105354831,105384701,105513591,105521921,105802122,105856241,106588881,106589101,106610511,106616002,106638871,106752981,81152234,87995594,88465424,91690524,98938262,98998542"
393	0.092162431	Seizure	[VIMPAT] [KEPPRA]	14	31.8182	KEPPRA	87	17.505	VIMPAT	37	24.183	"100768122,103562902,104013852,104718492,104798894,104864602,104902893,104946892,104947912,105010572,105106462,105123832,105157441,105157581,105157601,105157801,105157871,105168831,105214511,105214541,105214651,105260392,105260651,105260861,105279192,105406581,105587112,105623742,105706202,105801841,105802122,106029152,106226581,106454891,106581051,106617442,106833391,87995594,88465424,96278223"
396	0.09165365	Toxicity to various agents	[PREDNISONE] [Melphalan]	10	32.2581	PREDNISONE	32	1.81509	Melphalan	10	8.84956	"104970741,104971411,105173051,105200511,105279041,105279311,105279961,105337931,105438441,105450021,105785981,105904801,105997691,106142871,106173661,106385041"
397	0.091648759	"Myocardial infarction,Coronary artery disease"	[Rosiglitazone] [AVANDIA]	11	61.1111	Rosiglitazone	12	54.5455	AVANDIA	509	10.3878	"105229072,105229772,105384982,105385052,105385082,105385222,105545522,105632462,105633392,105633582,105633622,105634302,105713531,105856391,105856472,105867491,105994071,105994111,105994211,105994451,105994921,106502511,106502551,106502631,81403252,83517023,83517632,83543462,86807232,91323912,93668382,94587932,94607672"
399	0.091543322	Myocardial infarction	[ASPIRIN] [LOPRESSOR]	40	35.0877	LOPRESSOR	65	28.6344	ASPIRIN	474	15.8847	"101030772,101039002,101041072,101054122,101056362,101058222,101062582,101065292,101067562,101071662,101076442,101078132,101079862,101080742,101082222,101083462,101090592,101092992,101093332,101094452,101095412,101095712,101095732,101095902,101096392,101097192,101097422,101098242,101101832,101102262,101103552,101103962,101104052,101104272,101106022,101113202,101120582,101121022,101130422,101137672,101139902,101144232,101187522,101189252,101192562,101193632,101194282,101203392,101206632,101208152,101212152,101212462,101212762,101239042,101239562,101254282,104409552,104789432,104790523,105039512,105185643,105396362,105400061,105518331,105571332,106076072,106550682,106741301,73728196,91164953,96484552"
401	0.091268389	Cerebro vascular accident	[HYDROCHLOROTHIAZIDE] [AVANDIA]	32	31.068	AVANDIA	986	20.1224	HYDROCHLOROTHIAZIDE	41	7.13044	"101042582,101046352,101050542,101052282,101060642,101062262,101067602,101072092,101072522,101076322,101076622,101077682,101080822,101081992,101083192,101093542,101096002,101096112,101096752,101101142,101102372,101104032,101105992,101107132,101109372,101109782,101113502,101115452,101139142,101141902,101195002,101203672,101205312,101246252,101257252,101257602,105632452"
406	0.089639329	Death	[SANDOSTATIN] [SANDOSTATINLARDEPOT]	17	43.5897	SANDOSTATINLARDEPOT	60	18.1269	SANDOSTATIN	39	40.2062	"100654406,101582472,102274876,1023847710,102793798,102859525,103002212,103574142,104219324,104336062,104356886,104493852,104566425,104664742,104775473,104952485,104983542,104984082,105095132,105154162,105258851,105335241,105335331,105376681,105428741,105480742,105480941,105481012,105508341,105537952,105624061,105680933,105681222,105702011,105753281,105836322,105869574,105896921,105897031,105961852,106010581,106029242,106130481,106145341,106150671,106186531,106186861,106217041,106385631,106398852,106398872,106457881,106483792,106484431,106506781,106566032,106615891,106673312,106673602,106765561,106765671,716237118,730168017,754912637,808645717,83984779,846386816,854006416,88395445,935816119,95116256,97674844,983598114,98398549,98558216"
407	0.089560559	HepatitisB	[PREDNISOLONE] [CYCLOPHOSPHAMIDE]	13	15.2941	PREDNISOLONE	14	1.27971	CYCLOPHOSPHAMIDE	20	2.54453	"104328352,105007611,105007991,105022561,105235393,105298333,105747141,105805111,106009981,106107511,106174631,106174851,106268861,106317701,106508131,106764311"
408	0.089384071	Psychotic disorder	[ABILIFYMAINTENA] [ABILIFY]	10	30.303	ABILIFYMAINTENA	12	21.8182	ABILIFY	34	9.65909	"104069232,105197871,105216501,105231422,105497323,105698311,105751861,105882291,105887102,105947702,105989262,106079811,106226272,106290851,106292951,106337562,106692861"
412	0.08812169	Acute Myocardial infarction	[ASPIRIN] [CLOPIDOGREL]	26	15.0289	CLOPIDOGREL	31	5.75139	ASPIRIN	140	4.69169	"101069792,101100682,101140132,101189322,101216732,103156992,104961672,105454231,105454241,105454421,105489371,105489401,105489571,105535901,105537251,105538421,105653642,105653873,105653932,105722831,105722841,105722871,105722881,105731361,106075781,106262111,106262161,106262331,106999761,106999791,106999931,99151002"
414	0.088068111	Hereditaryangioedema	[FIRAZYR] [CINRYZE]	16	50	FIRAZYR	29	44.6154	CINRYZE	38	35.514	"103292412,103959292,104751042,104869622,105225061,105256112,105390743,105429481,105436292,105480872,105565611,105693522,105744971,105759352,105795622,105875611,105983992,106010801,106116361,106524411,106625032,106746781,106748391,106766751,106826891,98411092"
415	0.087787721	Cardiac failure congestive	[ASPIRIN] [NORVASC]	17	17	ASPIRIN	180	6.03217	NORVASC	44	7.81528	"101042272,101043022,101060402,101091872,101096602,101101062,101121853,101200752,101253142,102598324,102768153,102874275,103167602,103173962,103174022,103174162,103183502,103189322,103200802,103202762,103627353,104448444,104586093,105351232,105396252,105541362,105861722,106054681,106469651,99006678"
416	0.087673912	Loss of consciousness	[SIMVASTATIN] [PERINDOPRIL]	15	38.4615	SIMVASTATIN	36	1.84237	PERINDOPRIL	19	11.5152	"102141352,104861881,104942181,104952191,105011151,105016162,105019511,105096131,105103181,105116431,105584471,106180621,106181381,106181561,106191911,106236731,106366101,106438731,106441191,106442831,106454111,106460751"
421	0.086382288	Bloodbilirubinincreased	[PEGINTRON] [SIMEPREVIR]	22	22	SIMEPREVIR	30	13.6364	PEGINTRON	31	11.3139	"102990292,103678473,103859172,103886404,103922263,104014662,104165042,104677512,104752562,104760952,104768543,105098621,105123602,105234522,105297701,105527271,105578202,105585481,105586012,106267431,106403621,106425561,106699581"
422	0.086350535	Pancytopenia	[VINCRISTINE] [METHOTREXATE]	10	12.8205	VINCRISTINE	11	3.83275	METHOTREXATE	54	3.37922	"105088701,105154561,105164051,105341181,105397221,105502191,106069041,106356511,106378451,106542281,106543811,106693241"
423	0.086346365	Cerebro vascular accident	[HYDROCHLOROTHIAZIDE] [LISINOPRIL]	16	15.8416	LISINOPRIL	97	6.62568	HYDROCHLOROTHIAZIDE	41	7.13044	"100795542,100963052,101050542,101052282,101072522,101076322,101083192,101093542,101096002,101096112,101101142,101105992,101115452,101139142,101141902,101203672,101257602,102355992,103041232,104871451,105657221,105709222,105810331,106116592,85372486,91003673,95185022"
424	0.086298837	"Depression,Dysphagia,Neuropathyperipheral"	[SIMVASTATIN] [CITALOPRAM]	10	16.3934	CITALOPRAM	11	1.32371	SIMVASTATIN	10	0.511771	"106509111,106509291,106534891,106575831,106599581,106637081,106663041,106679461,106682931,106734741,106769301"
425	0.086230554	White blood cell count decreased	[RIBAVIRIN] [SOVRIAD]	33	35.1064	RIBAVIRIN	102	10.5809	SOVRIAD	43	28.1046	"102410694,102413934,102415775,102468655,102650774,102667304,102733293,102740364,102835755,102905054,102905064,102905094,103295194,103318973,103400693,103483353,103570144,103647723,103673414,103706323,104080404,104343352,104353412,104423492,104455472,104651643,104690702,104804242,104804712,104902742,105406411,105705482,105705491,105717522,105804941,105967092,106274822,106637061"
426	0.086190506	Asthma	[XOLAIR] [SINGULAIR]	16	28.5714	XOLAIR	75	20.9497	SINGULAIR	32	10.7023	"100405012,100405712,100429902,100429972,100431802,100458692,100552252,100552542,100556592,100753524,100854632,102179152,102271663,103778802,104288872,104863981,104974591,105010501,105481862,105488881,105558451,105582661,105608711,105658221,105696682,106090191,106376921,106399091,106446841,106700461,707575740,716463022,742910113,82263278,82612747,863387214,880102214,89128562,90906896,916941717,92917317,938101010,93922912,94705932,947850211,96140412,97218977,980490116,98542437,98664039"
427	0.086072014	Cerebro vascular accident	[ASPIRIN] [COUMADIN]	12	16	ASPIRIN	172	5.76407	COUMADIN	38	3.51526	"101022342,101034612,101079862,101095212,101101142,101102372,101105362,101119822,101133872,101205742,103163712,104048042,104867663,105178885,105575761,105709222,106076141,106554971,106839501,645955133,85948372,98100432"
428	0.085694835	Myocardial infarction	[METOPROLOL] [AVANDIA]	109	50.9346	AVANDIA	2411	49.2041	METOPROLOL	143	14.0196	"101029142,101032482,101039282,101039532,101046662,101046692,101048432,101051462,101051962,101054322,101054792,101055962,101062182,101065572,101067832,101069182,101069212,101069792,101070132,101070232,101071592,101071862,101072032,101072752,101074432,101076382,101077432,101077692,101077722,101078052,101078282,101078312,101078822,101078852,101079072,101079242,101079532,101079652,101079932,101080722,101081002,101082382,101083002,101090252,101091022,101091382,101091852,101092602,101093202,101093842,101094212,101094502,101094802,101094872,101095482,101095932,101095952,101096332,101097212,101097932,101098892,101099312,101099402,101101572,101102592,101102972,101103032,101104492,101104662,101104992,101105062,101105322,101105712,101106342,101106782,101107762,101108032,101108182,101108322,101108802,101108822,101109022,101109092,101109102,101109112,101109652,101109662,101110902,101110922,101111182,101111232,101112312,101112862,101113792,101114072,101114232,101114922,101114982,101115292,101115302,101115392,101116522,101117892,101117902,101118272,101118392,101119292,101119512,101120552,101120782,101121422,101121853,101121902,101126742,101128672,101129892,101135852,101136322,101139772,101140002,101140292,101141642,101142992,101143242,101169982,101170922,101171482,101185772,101186692,101189692,101192192,101199382,101201182,101202222,101203032,101205042,101205102,101205762,101206112,101206392,101207062,101207242,101208982,101209382,101211862,101213142,101215742,101222132,101238972,101241082,101241812,101247422,101249502,101250322,101255002,101257322,101275672,103168812,103198472,105217722,105385402,105394342,105394432,105394482,105394532,105394562,105394572,105394582,105394632,83543462,83945632,87344282"
429	0.085436324	Internationalnormalisedratioincreased	[FUROSEMIDE] [WARFARIN]	14	15.9091	FUROSEMIDE	24	2.04953	WARFARIN	37	4.10655	"101489582,104597722,104860731,104882031,104885391,104896931,104900611,104905022,104937882,104982922,104986321,105037281,105037511,105044151,105068801,105068871,105111291,105134831,105141141,105153691,105161671,105242111,105305431,105387411,105436071,105575761,105576221,105579392,105594611,105598401,105617881,105622131,105630941,105632681,105642901,105650031,105719991,105827671,105948731,106203331,106308281,106368611,106379251,106417331,106441601,106462951,106484751,106526091,106528811,106618071,85126683"
430	0.085344	Exposureduringpregnancy	[PREDNISOLONE] [AZATHIOPRINE]	20	21.2766	AZATHIOPRINE	25	6.70241	PREDNISOLONE	25	2.28519	"105307431,105438281,105484431,105489071,105964291,106071991,106072041,106072111,106072161,106086001,106086021,106086031,106086101,106086111,106086121,106086131,106086141,106086181,106086191,106086211,106086221,106086231,106086241,106086251,106143222,106194042,106213081,106229591,106250721,106378351,106667392"
431	0.085224077	Myocardial infarction	[ECOTRIN] [AVANDIA]	22	50	AVANDIA	2411	49.2041	ECOTRIN	24	26.3736	"101063352,101064492,101067012,101076292,101077692,101079112,101079642,101090812,101097212,101101812,101106242,101106262,101107372,101108942,101111672,101112532,101113962,101120132,101121422,101131972,101143092,101192192,101205972,101206332,101213182"
432	0.084983353	Cardiac failure congestive	[ASPIRIN] [LISINOPRIL]	50	14.5349	LISINOPRIL	88	6.01093	ASPIRIN	180	6.03217	"101042512,101055312,101062042,101065292,101065872,101078902,101079242,101079402,101079762,101079822,101082512,101093592,101096792,101097202,101100952,101101062,101101762,101102592,101114232,101118372,101121402,101137572,101204992,101205052,101205432,101205862,101211212,101211792,101212762,101222132,101253142,101255252,101256582,101903703,102598324,103152012,103156332,103156992,103166692,103167602,103174042,103174162,103181002,103195632,103196292,103244052,104431372,104856342,105159982,105305562,105394912,105395372,105396372,105418112,105519741,105861722,106054681,645955133,702591112,90273573,98429723,98448433,99006678"
