Rank	Score	No_of_Drugs	ADR	intr_drugs	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
1255	0.014652309	2	[Fall]	[ENBREL] [METHOTREXATE]	12	4.87805	METHOTREXATE	36	2.25282	ENBREL	102	3.65854	"100547972,100556087,101484034,101686964,102006855,102119022,102127843,102177623,102489392,102607443,103468262,103834164,103892254,104011465,104088633,104147723,104288293,104352432,104406003,104433494,104466293,104609253,104800162,104802382,104881151,104927191,104938251,104942881,104946773,104969421,104976181,105013831,105015003,105020771,105033781,105070321,105086531,105095521,105099751,105104421,105107032,105125881,105127396,105127841,105134471,105150771,105150901,105153101,105153321,105156722,105159742,105159752,105179472,105182232,105209421,105234711,105235101,105237601,105237853,105239721,105245091,105245551,105262333,105264682,105272122,105322392,105322411,105322821,105323061,105323211,105323261,105327802,105332661,105347581,105381651,105392691,105397152,105403682,105414353,105438161,105472383,105472592,105472651,105472801,105472961,105473162,105473172,105473412,105477581,105507691,105507711,105509821,105531541,105561691,105561752,105567571,105568191,105571261,105594141,105594562,105596752,105618301,105623841,105648091,105648211,105648702,105672851,105673322,105696562,105698602,105698691,105698851,105724282,105725061,105746381,105748961,105750551,105752191,105779001,105780751,105780932,105784041,105810282,105812031,105825171,105890721,105892161,105892172,105892731,105903621,105931301,105973341,106003621,106003741,106003982,106009082,106033461,106057401,106058242,106090111,106090942,106092902,106093842,106094431,106131041,106131852,106132901,106147412,106147552,106147601,106250031,106275281,106367242,106370031,106370121,106370561,106393281,106393371,106396341,106397801,106431122,106439781,106440091,106447262,106457343,106477681,106478102,106478751,106483561,106493471,106508521,106508552,106509071,106514291,106535091,106566471,106583561,106594881,106607412,106607632,106609341,106610771,106614241,106624351,106634861,106634981,106636301,106636632,106637711,106655431,106655521,106672621,106673141,106685292,106699481,106714091,106720351,106731891,106735191,106737081,106757051,106764801,106801641,106819041,106831811,61634545,82347255,82645264,88683722,88822514,91823032,95680323,95912033,96686623,96732505,99521152"
1259	0.014377275	2	[Atrialfibrillation]	[LASIX] [AVANDIA]	11	4.60251	AVANDIA	163	3.32653	LASIX	22	1.83639	"101,072,732,101,095,000,000,000,000,000,000,000,000,000,000"
1260	0.014365159	2	[Fall]	[TRACLEER] [COUMADIN]	10	5.68182	TRACLEER	40	4.329	COUMADIN	44	4.07031	"101525767,102017997,102448204,103411352,103580522,104097344,104159392,104529663,104568352,104732962,104794763,104892991,104893031,104995481,104995512,104995881,105094472,105340791,105372452,105443792,105548281,105575183,105605851,105615801,105670781,105694741,105737771,105764913,105765052,105791482,105817961,105818011,105863772,106139161,106193422,106347111,106489501,106602851,106729821,106839471,76648257,82473922,96525354,99170474"
1261	0.014336034	2	[Thrombosisindevice] [Productsubstitutionissue]	[ASPIRIN] [CLOPIDOGREL]	10	5.78035	ASPIRIN	10	0.335121	CLOPIDOGREL	10	1.85529	"102400002,104860692,104868402,104960371,104974551,105050361,105074611,105079191,105221911,105502241,105536311,105538421,105593501,105593811,105614301,105618751,105653782,105653932,105693281,105722841,105722871,105848131,105854191,106262061,106262161,106408151,106488701,106848942,106999901"
1262	0.014250818	2	[Jointswelling]	[ENBREL] [METHOTREXATE]	10	4.06504	ENBREL	75	2.6901	METHOTREXATE	25	1.56446	"100547972,100556087,101484034,101686964,102006855,102119022,102127843,102177623,102489392,102607443,103468262,103834164,103892254,104011465,104088633,104147723,104288293,104352432,104406003,104433494,104466293,104609253,104800162,104802382,104881151,104927191,104938251,104942881,104946773,104969421,104976181,105013831,105015003,105020771,105033781,105070321,105086531,105095521,105099751,105104421,105107032,105125881,105127396,105127841,105134471,105150771,105150901,105153101,105153321,105156722,105159742,105159752,105179472,105182232,105209421,105234711,105235101,105237601,105237853,105239721,105245091,105245551,105262333,105264682,105272122,105322392,105322411,105322821,105323061,105323211,105323261,105327802,105332661,105347581,105381651,105392691,105397152,105403682,105414353,105438161,105472383,105472592,105472651,105472801,105472961,105473162,105473172,105473412,105477581,105507691,105507711,105509821,105531541,105561691,105561752,105567571,105568191,105571261,105594141,105594562,105596752,105618301,105623841,105648091,105648211,105648702,105672851,105673322,105696562,105698602,105698691,105698851,105724282,105725061,105746381,105748961,105750551,105752191,105779001,105780751,105780932,105784041,105810282,105812031,105825171,105890721,105892161,105892172,105892731,105903621,105931301,105973341,106003621,106003741,106003982,106009082,106033461,106057401,106058242,106090111,106090942,106092902,106093842,106094431,106131041,106131852,106132901,106147412,106147552,106147601,106250031,106275281,106367242,106370031,106370121,106370561,106393281,106393371,106396341,106397801,106431122,106439781,106440091,106447262,106457343,106477681,106478102,106478751,106483561,106493471,106508521,106508552,106509071,106514291,106535091,106566471,106583561,106594881,106607412,106607632,106609341,106610771,106614241,106624351,106634861,106634981,106636301,106636632,106637711,106655431,106655521,106672621,106673141,106685292,106699481,106714091,106720351,106731891,106735191,106737081,106757051,106764801,106801641,106819041,106831811,61634545,82347255,82645264,88683722,88822514,91823032,95680323,95912033,96686623,96732505,99521152"
1263	0.014168088	2	[Coronaryarterialstentinsertion]	[LISINOPRIL] [AVANDIA]	19	5.60472	AVANDIA	199	4.06122	LISINOPRIL	19	1.29781	"101,024,642,101,064,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1264	0.01412884	2	[Myocardialinfarction] [Coronaryarterydisease]	[LASIX] [AVANDIA]	25	10.4603	LASIX	25	2.08681	AVANDIA	509	10.3878	"101,072,732,101,095,000,000,000,000,000,000,000,000,000,000"
1265	0.013976768	2	[Dizziness]	[REMODULIN] [REVATIO]	12	5.7971	REVATIO	50	4.91642	REMODULIN	28	2.95359	"101958132,102416532,102580807,102701602,102858482,102859054,103337323,103417343,103555732,103583152,103644072,103834613,104323163,104509943,104581904,104630773,104690762,104747893,104800383,104882203,104949922,104967671,105008171,105098883,105128452,105210674,105684202,105693831,105774011,105845711,105866672,106127223,106163883,106231273,106373222,106526892,106754862"
1266	0.013962754	2	[Gaitdisturbance]	[ENBREL] [METHOTREXATE]	10	4.06504	ENBREL	77	2.76184	METHOTREXATE	27	1.68961	"100547972,100556087,101484034,101686964,102006855,102119022,102127843,102177623,102489392,102607443,103468262,103834164,103892254,104011465,104088633,104147723,104288293,104352432,104406003,104433494,104466293,104609253,104800162,104802382,104881151,104927191,104938251,104942881,104946773,104969421,104976181,105013831,105015003,105020771,105033781,105070321,105086531,105095521,105099751,105104421,105107032,105125881,105127396,105127841,105134471,105150771,105150901,105153101,105153321,105156722,105159742,105159752,105179472,105182232,105209421,105234711,105235101,105237601,105237853,105239721,105245091,105245551,105262333,105264682,105272122,105322392,105322411,105322821,105323061,105323211,105323261,105327802,105332661,105347581,105381651,105392691,105397152,105403682,105414353,105438161,105472383,105472592,105472651,105472801,105472961,105473162,105473172,105473412,105477581,105507691,105507711,105509821,105531541,105561691,105561752,105567571,105568191,105571261,105594141,105594562,105596752,105618301,105623841,105648091,105648211,105648702,105672851,105673322,105696562,105698602,105698691,105698851,105724282,105725061,105746381,105748961,105750551,105752191,105779001,105780751,105780932,105784041,105810282,105812031,105825171,105890721,105892161,105892172,105892731,105903621,105931301,105973341,106003621,106003741,106003982,106009082,106033461,106057401,106058242,106090111,106090942,106092902,106093842,106094431,106131041,106131852,106132901,106147412,106147552,106147601,106250031,106275281,106367242,106370031,106370121,106370561,106393281,106393371,106396341,106397801,106431122,106439781,106440091,106447262,106457343,106477681,106478102,106478751,106483561,106493471,106508521,106508552,106509071,106514291,106535091,106566471,106583561,106594881,106607412,106607632,106609341,106610771,106614241,106624351,106634861,106634981,106636301,106636632,106637711,106655431,106655521,106672621,106673141,106685292,106699481,106714091,106720351,106731891,106735191,106737081,106757051,106764801,106801641,106819041,106831811,61634545,82347255,82645264,88683722,88822514,91823032,95680323,95912033,96686623,96732505,99521152"
1267	0.013950727	2	[Cardiacfailurecongestive]	[ZOCOR] [AVANDIA]	11	16.9231	ZOCOR	13	5.93607	AVANDIA	1052	21.4694	"101,038,392,101,107,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1268	0.013949059	2	[Sepsis]	[CYCLOPHOSPHAMIDE] [DEXAMETHASONE]	10	4.85437	DEXAMETHASONE	44	2.75862	CYCLOPHOSPHAMIDE	29	3.68957	"105,716,932,106,276,000"
1269	0.013932514	2	[Acutekidneyinjury]	[METFORMIN] [GLICLAZIDE]	11	13.75	GLICLAZIDE	27	16.3636	METFORMIN	66	3.90533	"105,475,441,105,680,000"
1270	0.013893927	2	[Myocardialinfarction] [Coronaryarterydisease]	[AVANDAMET] [AVANDIA]	80	13.267	AVANDAMET	82	13.0159	AVANDIA	509	10.3878	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1271	0.013768344	2	[Headache]	[LETAIRIS] [ADCIRCA]	56	7.45672	ADCIRCA	77	6.76626	LETAIRIS	164	4.8492	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1272	0.01368482	2	[Death]	[LETAIRIS] [COUMADIN]	21	8.07692	LETAIRIS	234	6.91898	COUMADIN	69	6.38298	"101386452,101434213,102512333,102824612,104254663,104313132,104761702,105094181,105148252,105557921,105558331,105612072,105886641,105967151,105998961,106023081,106166041,106228231,106235451,106281262,106282951,106444941,106570741,106650171,106814931,106815941"
1273	0.013676156	2	[Headache]	[LETAIRIS] [COUMADIN]	15	5.76923	LETAIRIS	164	4.8492	COUMADIN	36	3.33025	"101386452,101434213,102512333,102824612,104254663,104313132,104761702,105094181,105148252,105557921,105558331,105612072,105886641,105967151,105998961,106023081,106166041,106228231,106235451,106281262,106282951,106444941,106570741,106650171,106814931,106815941"
1275	0.013660251	2	[Arthralgia] [Paininextremity]	[ENBREL] [METHOTREXATE]	11	4.47154	METHOTREXATE	14	0.876095	ENBREL	73	2.61836	"100547972,100556087,101484034,101686964,102006855,102119022,102127843,102177623,102489392,102607443,103468262,103834164,103892254,104011465,104088633,104147723,104288293,104352432,104406003,104433494,104466293,104609253,104800162,104802382,104881151,104927191,104938251,104942881,104946773,104969421,104976181,105013831,105015003,105020771,105033781,105070321,105086531,105095521,105099751,105104421,105107032,105125881,105127396,105127841,105134471,105150771,105150901,105153101,105153321,105156722,105159742,105159752,105179472,105182232,105209421,105234711,105235101,105237601,105237853,105239721,105245091,105245551,105262333,105264682,105272122,105322392,105322411,105322821,105323061,105323211,105323261,105327802,105332661,105347581,105381651,105392691,105397152,105403682,105414353,105438161,105472383,105472592,105472651,105472801,105472961,105473162,105473172,105473412,105477581,105507691,105507711,105509821,105531541,105561691,105561752,105567571,105568191,105571261,105594141,105594562,105596752,105618301,105623841,105648091,105648211,105648702,105672851,105673322,105696562,105698602,105698691,105698851,105724282,105725061,105746381,105748961,105750551,105752191,105779001,105780751,105780932,105784041,105810282,105812031,105825171,105890721,105892161,105892172,105892731,105903621,105931301,105973341,106003621,106003741,106003982,106009082,106033461,106057401,106058242,106090111,106090942,106092902,106093842,106094431,106131041,106131852,106132901,106147412,106147552,106147601,106250031,106275281,106367242,106370031,106370121,106370561,106393281,106393371,106396341,106397801,106431122,106439781,106440091,106447262,106457343,106477681,106478102,106478751,106483561,106493471,106508521,106508552,106509071,106514291,106535091,106566471,106583561,106594881,106607412,106607632,106609341,106610771,106614241,106624351,106634861,106634981,106636301,106636632,106637711,106655431,106655521,106672621,106673141,106685292,106699481,106714091,106720351,106731891,106735191,106737081,106757051,106764801,106801641,106819041,106831811,61634545,82347255,82645264,88683722,88822514,91823032,95680323,95912033,96686623,96732505,99521152"
