Rank,score,ADR,intr_drugs,intr_support,intr_conf,drug1,d1_support,d1_conf,drug2,d2_support,d2_conf
1236,0.015429576,[Dyspnoea],[REMODULIN] [WARFARIN],12,13.7931,[WARFARIN],84,9.32297,[REMODULIN],136,14.346
1237,0.015405328,[Pruritus],[COPEGUS] [PEGASYS],15,8.37989,[COPEGUS],15,7.61421,[PEGASYS],27,5.45455
1238,0.01538389,[Coronaryarterydisease],[ZOCOR] [AVANDIA],10,15.3846,[AVANDIA],904,18.449,[ZOCOR],10,4.56621
1239,0.015379261,[Myocardialinfarction],[COUMADIN] [AVANDIA],29,37.6623,[AVANDIA],2411,49.2041,[COUMADIN],39,3.60777
1240,0.015332694,[Myocardialinfarction] [Coronaryarterydisease],[PLAVIX] [AVANDIA],50,10.101,[PLAVIX],50,3.03767,[AVANDIA],509,10.3878
1241,0.015327556,[Chestpain],[LISINOPRIL] [AVANDIA],15,4.42478,[LISINOPRIL],28,1.91257,[AVANDIA],147,3
1242,0.015256308,[Coronaryarterybypass],[ASPIRIN] [AVANDIA],39,4.55076,[ASPIRIN],41,1.37399,[AVANDIA],144,2.93878
1243,0.015210993,[Fatigue],[ENBREL] [METHOTREXATE],11,4.47154,[METHOTREXATE],41,2.56571,[ENBREL],85,3.04878
1244,0.015208132,[Myocardialinfarction],[HUMALOG] [LANTUS],11,5.28846,[LANTUS],39,3.32764,[HUMALOG],23,3.93162
1248,0.015059142,[Nausea],[REMODULIN] [LETAIRIS],22,5.88235,[LETAIRIS],92,2.72028,[REMODULIN],46,4.85232
1249,0.014996951,[Gaitdisturbance],[METHOTREXATE] [HUMIRA],12,3.25203,[METHOTREXATE],27,1.68961,[HUMIRA],55,1.75607
1250,0.014902645,[Hypotension],[LETAIRIS] [ADEMPAS],13,12.8713,[LETAIRIS],72,2.12892,[ADEMPAS],19,13.0137
1251,0.014901882,[Coronaryarterydisease],[NORVASC] [AVANDIA],21,15.4412,[AVANDIA],904,18.449,[NORVASC],22,3.90764
1252,0.014864693,[Cough],[REVATIO] [LETAIRIS],34,5.73356,[REVATIO],41,4.03147,[LETAIRIS],147,4.34654
1253,0.014763499,[Pain],[METHOTREXATE] [HUMIRA],23,6.23306,[HUMIRA],152,4.85313,[METHOTREXATE],73,4.56821
1254,0.014680655,[Coronaryarterydisease],[LIPITOR] [AVANDIA],17,20.2381,[LIPITOR],19,1.41474,[AVANDIA],904,18.449
1255,0.014652309,[Fall],[ENBREL] [METHOTREXATE],12,4.87805,[METHOTREXATE],36,2.25282,[ENBREL],102,3.65854
1256,0.014638676,[Dyspnoea],[ADCIRCA] [COUMADIN],17,12.782,[ADCIRCA],148,13.0053,[COUMADIN],97,8.97317
1257,0.01448255,[Drugineffective],[TACROLIMUS] [MYCOPHENOLATEMOFETIL],11,8.52713,[TACROLIMUS],22,4.85651,[MYCOPHENOLATEMOFETIL],26,8.28025
1259,0.014377275,[Atrialfibrillation],[LASIX] [AVANDIA],11,4.60251,[AVANDIA],163,3.32653,[LASIX],22,1.83639
1260,0.014365159,[Fall],[TRACLEER] [COUMADIN],10,5.68182,[TRACLEER],40,4.329,[COUMADIN],44,4.07031
1261,0.014336034,[Thrombosisindevice] [Productsubstitutionissue],[ASPIRIN] [CLOPIDOGREL],10,5.78035,[ASPIRIN],10,0.335121,[CLOPIDOGREL],10,1.85529
1262,0.014250818,[Jointswelling],[ENBREL] [METHOTREXATE],10,4.06504,[ENBREL],75,2.6901,[METHOTREXATE],25,1.56446
1263,0.014168088,[Coronaryarterialstentinsertion],[LISINOPRIL] [AVANDIA],19,5.60472,[AVANDIA],199,4.06122,[LISINOPRIL],19,1.29781
1264,0.01412884,[Myocardialinfarction] [Coronaryarterydisease],[LASIX] [AVANDIA],25,10.4603,[LASIX],25,2.08681,[AVANDIA],509,10.3878
1265,0.013976768,[Dizziness],[REMODULIN] [REVATIO],12,5.7971,[REVATIO],50,4.91642,[REMODULIN],28,2.95359
1266,0.013962754,[Gaitdisturbance],[ENBREL] [METHOTREXATE],10,4.06504,[ENBREL],77,2.76184,[METHOTREXATE],27,1.68961
1267,0.013950727,[Cardiacfailurecongestive],[ZOCOR] [AVANDIA],11,16.9231,[ZOCOR],13,5.93607,[AVANDIA],1052,21.4694
1268,0.013949059,[Sepsis],[CYCLOPHOSPHAMIDE] [DEXAMETHASONE],10,4.85437,[DEXAMETHASONE],44,2.75862,[CYCLOPHOSPHAMIDE],29,3.68957
1269,0.013932514,[Acutekidneyinjury],[METFORMIN] [GLICLAZIDE],11,13.75,[GLICLAZIDE],27,16.3636,[METFORMIN],66,3.90533
1270,0.013893927,[Myocardialinfarction] [Coronaryarterydisease],[AVANDAMET] [AVANDIA],80,13.267,[AVANDAMET],82,13.0159,[AVANDIA],509,10.3878
1271,0.013768344,[Headache],[LETAIRIS] [ADCIRCA],56,7.45672,[ADCIRCA],77,6.76626,[LETAIRIS],164,4.8492
1272,0.01368482,[Death],[LETAIRIS] [COUMADIN],21,8.07692,[LETAIRIS],234,6.91898,[COUMADIN],69,6.38298
1273,0.013676156,[Headache],[LETAIRIS] [COUMADIN],15,5.76923,[LETAIRIS],164,4.8492,[COUMADIN],36,3.33025
1275,0.013660251,[Arthralgia] [Paininextremity],[ENBREL] [METHOTREXATE],11,4.47154,[METHOTREXATE],14,0.876095,[ENBREL],73,2.61836
1276,0.013565821,[Myocardialinfarction] [Coronaryarterydisease],[ATENOLOL] [AVANDIA],13,10.9244,[ATENOLOL],13,1.67095,[AVANDIA],509,10.3878
1277,0.013524748,[Fall],[OMEPRAZOLE] [SIMVASTATIN],10,4.42478,[OMEPRAZOLE],48,2.781,[SIMVASTATIN],62,3.17298
1278,0.013520175,[Bloodbilirubinincreased],[RIBAVIRIN] [PEGINTERFERONALFA2A],10,7.04225,[RIBAVIRIN],48,4.97925,[PEGINTERFERONALFA2A],10,6.09756
1279,0.013486901,[Hypertension],[ASPIRIN] [AVANDIA],30,3.50058,[ASPIRIN],51,1.70912,[AVANDIA],108,2.20408
1280,0.013485857,[Thrombocytopenia],[RIBAVIRIN] [PEGINTERFERONALFA2A],10,7.04225,[RIBAVIRIN],31,3.21577,[PEGINTERFERONALFA2A],11,6.70732
1281,0.013448257,[Hypotension],[ASPIRIN] [SIMVASTATIN],12,3.75,[SIMVASTATIN],48,2.4565,[ASPIRIN],45,1.50804
1282,0.013319834,[Fatigue],[ADCIRCA] [TYVASO],15,5.70342,[TYVASO],41,4.86358,[ADCIRCA],36,3.16344
1283,0.013265989,[Headache] [Nausea],[LETAIRIS] [ORENITRAM],11,9.01639,[ORENITRAM],11,6.66667,[LETAIRIS],33,0.975754
1284,0.0131728,[Cardiacfailurecongestive],[HYDROCHLOROTHIAZIDE] [AVANDIA],18,17.4757,[HYDROCHLOROTHIAZIDE],18,3.13043,[AVANDIA],1052,21.4694
1285,0.013170373,[Economicproblem],[ANDRODERM] [ANDROGEL],15,51.7241,[ANDROGEL],210,61.0465,[ANDRODERM],16,39.0244
1286,0.013073009,[Coronaryarterydisease],[COREG] [AVANDIA],20,15.1515,[AVANDIA],904,18.449,[COREG],20,7.19424
1287,0.012920236,[Drugdoseomission],[REMODULIN] [ADCIRCA],16,7.27273,[ADCIRCA],25,2.19684,[REMODULIN],66,6.96203
1288,0.012893733,[Drugadministrationerror],[HUMALOG] [LANTUS],10,4.80769,[LANTUS],44,3.75427,[HUMALOG],17,2.90598
1289,0.01289155,[Coronaryarterydisease],[HYDROCHLOROTHIAZIDE] [AVANDIA],16,15.534,[AVANDIA],904,18.449,[HYDROCHLOROTHIAZIDE],16,2.78261
1291,0.01280978,[Fatigue],[REVATIO] [LETAIRIS],29,4.89039,[LETAIRIS],120,3.5482,[REVATIO],37,3.63815
1292,0.012782073,[Whitebloodcellcountdecreased],[RIBAVIRIN] [PEGASYS],21,11.4754,[PEGASYS],48,9.69697,[RIBAVIRIN],102,10.5809
1293,0.012748503,[Myocardialinfarction],[ASPIRIN] [CLOPIDOGREL],23,13.2948,[CLOPIDOGREL],33,6.12245,[ASPIRIN],474,15.8847
1294,0.012745679,[Vomiting],[REMODULIN] [LETAIRIS],17,4.54545,[REMODULIN],33,3.48101,[LETAIRIS],56,1.65583
1296,0.012592445,[Dyspnoea],[ADCIRCA] [TYVASO],41,15.5894,[ADCIRCA],148,13.0053,[TYVASO],130,15.4211
1297,0.0125875,[Pulmonaryarterialhypertension],[REVATIO] [TYVASO],10,5.52486,[TYVASO],37,4.38909,[REVATIO],41,4.03147
1299,0.012484535,[Anginaunstable],[PLAVIX] [AVANDIA],19,3.83838,[PLAVIX],22,1.33657,[AVANDIA],129,2.63265
1300,0.012472443,[Syncope],[REMODULIN] [LETAIRIS],16,4.27807,[REMODULIN],30,3.16456,[LETAIRIS],90,2.66115
1301,0.012438708,[Pain],[ANDROGEL] [TESTIM],27,60,[ANDROGEL],209,60.7558,[TESTIM],51,56.6667
1303,0.01235161,[Myocardialinfarction] [Coronaryarterydisease],[NITROGLYCERIN] [AVANDIA],23,10.7981,[NITROGLYCERIN],23,8.45588,[AVANDIA],509,10.3878
1305,0.012330699,[Osteoarthritis],[FOLICACID] [METHOTREXATE],11,2.91005,[FOLICACID],17,1.57262,[METHOTREXATE],27,1.68961
1306,0.012250958,[Coronaryarterydisease],[FUROSEMIDE] [AVANDIA],18,17.3077,[FUROSEMIDE],20,1.70794,[AVANDIA],904,18.449
1308,0.012173805,[Dyspnoea],[TRACLEER] [COUMADIN],20,11.3636,[TRACLEER],102,11.039,[COUMADIN],97,8.97317
1309,0.012125436,[Myocardialinfarction] [Hypertension],[ASPIRIN] [AVANDIA],22,2.56709,[ASPIRIN],22,0.737265,[AVANDIA],59,1.20408
1310,0.01189155,[Acutecoronarysyndrome],[LISINOPRIL] [AVANDIA],10,2.94985,[LISINOPRIL],10,0.68306,[AVANDIA],72,1.46939
1311,0.011826121,[Infusionsitepain],[REMODULIN] [LETAIRIS],23,6.14973,[REMODULIN],37,3.90295,[LETAIRIS],24,0.709639
1312,0.011772837,[Anginapectoris],[NITROGLYCERIN] [AVANDIA],12,5.6338,[NITROGLYCERIN],14,5.14706,[AVANDIA],132,2.69388
1313,0.011645366,[Pneumonia],[ENBREL] [METHOTREXATE],11,4.47154,[ENBREL],99,3.55093,[METHOTREXATE],43,2.69086
1314,0.01148919,[Myocardialischaemia],[LASIX] [AVANDIA],11,4.60251,[LASIX],12,1.00167,[AVANDIA],161,3.28571
1315,0.011385226,[Nausea],[REMODULIN] [REVATIO],12,5.7971,[REMODULIN],46,4.85232,[REVATIO],44,4.32645
1316,0.011260696,[Peritonealdialysiscomplication],[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL],34,5.66667,[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE],142,4.27196,[EXTRANEAL],38,4.69716
1318,0.011203284,[Nasopharyngitis],[LETAIRIS] [TYVASO],18,3.96476,[LETAIRIS],96,2.83856,[TYVASO],24,2.84698
1319,0.011134905,[Cardiacfailurecongestive],[LASIX] [COUMADIN],11,8.94309,[LASIX],120,10.0167,[COUMADIN],42,3.88529
1322,0.011083977,[Cerebrovascularaccident],[SIMVASTATIN] [LISINOPRIL],10,6.57895,[SIMVASTATIN],55,2.81474,[LISINOPRIL],97,6.62568
1323,0.010993026,[Acutecoronarysyndrome],[PLAVIX] [AVANDIA],13,2.62626,[PLAVIX],15,0.9113,[AVANDIA],72,1.46939
1324,0.010970549,[Diarrhoea],[FLUOROURACIL] [OXALIPLATIN],11,8.14815,[FLUOROURACIL],23,4.32331,[OXALIPLATIN],36,8.6747
1325,0.010942817,[Hypertension],[PLAVIX] [AVANDIA],16,3.23232,[AVANDIA],108,2.20408,[PLAVIX],21,1.27582
1326,0.010903628,[Fatigue],[REVATIO] [TYVASO],10,5.52486,[TYVASO],41,4.86358,[REVATIO],37,3.63815
1327,0.010895368,[Dyspnoea],[VENTOLINHFA] [ADVAIRDISKUS],10,18.1818,[VENTOLINHFA],37,12.892,[ADVAIRDISKUS],110,20.6379
1328,0.010891231,[Druginteraction],[OMEPRAZOLE] [SIMVASTATIN],11,4.86726,[OMEPRAZOLE],49,2.83893,[SIMVASTATIN],82,4.19652
1329,0.010857777,[Cardiacfailurecongestive],[AVANDARYL] [AVANDIA],19,22.619,[AVANDARYL],19,21.5909,[AVANDIA],1052,21.4694
1330,0.010793124,[Drugdoseomission],[REMODULIN] [REVATIO],14,6.76328,[REMODULIN],66,6.96203,[REVATIO],27,2.65487
1331,0.01076589,[Diarrhoea],[OMEPRAZOLE] [SIMVASTATIN],10,4.42478,[SIMVASTATIN],47,2.40532,[OMEPRAZOLE],64,3.708
1332,0.010764283,[Fluidretention],[REMODULIN] [REVATIO],12,5.7971,[REVATIO],44,4.32645,[REMODULIN],47,4.95781
1333,0.010736988,[Syncope],[SILDENAFIL] [TRACLEER],10,4.92611,[TRACLEER],30,3.24675,[SILDENAFIL],18,4.15704
1335,0.010473853,[Myocardialinfarction] [Coronaryarterydisease],[FUROSEMIDE] [AVANDIA],12,11.5385,[FUROSEMIDE],12,1.02477,[AVANDIA],509,10.3878
1336,0.01045542,[Myocardialinfarction] [Coronaryarterydisease],[HYDROCHLOROTHIAZIDE] [AVANDIA],10,9.70874,[HYDROCHLOROTHIAZIDE],10,1.73913,[AVANDIA],509,10.3878
1337,0.01043924,[Nasalcongestion],[LETAIRIS] [COUMADIN],10,3.84615,[COUMADIN],11,1.01758,[LETAIRIS],94,2.77942
1338,0.010405315,[Coronaryarterydisease] [Cardiacfailurecongestive],[LISINOPRIL] [AVANDIA],23,6.78466,[AVANDIA],323,6.59184,[LISINOPRIL],23,1.57104
1339,0.010389762,[Drugabuse],[CODEINE] [PARACETAMOL],10,26.3158,[PARACETAMOL],48,4.94336,[CODEINE],69,38.5475
1340,0.010206454,[Paininextremity],[REMODULIN] [LETAIRIS],10,2.6738,[LETAIRIS],40,1.18273,[REMODULIN],16,1.68776
1341,0.010205119,[Localisedinfection],[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL],25,4.16667,[EXTRANEAL],28,3.46106,[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE],78,2.34657
1342,0.010193191,[Injectionsitepain],[ENBREL] [METHOTREXATE],14,5.69106,[ENBREL],140,5.02152,[METHOTREXATE],20,1.25156
1343,0.010046516,[Dizziness],[REVATIO] [LETAIRIS],33,5.56492,[REVATIO],50,4.91642,[LETAIRIS],134,3.96215
1344,0.01003677,[Economicproblem] [Emotionaldistress],[ANDROGEL] [TESTIM],10,22.2222,[ANDROGEL],102,29.6512,[TESTIM],10,11.1111
1345,0.009903382,[Coronaryarterydisease] [Cerebrovascularaccident],[PLAVIX] [AVANDIA],11,2.22222,[PLAVIX],11,0.668287,[AVANDIA],55,1.12245
1347,0.009763874,[Malaise],[RIBAVIRIN] [PEGASYS],10,5.46448,[PEGASYS],18,3.63636,[RIBAVIRIN],48,4.97925
1348,0.009723851,[Bloodglucosedecreased],[HUMALOG] [LANTUS],11,5.28846,[HUMALOG],30,5.12821,[LANTUS],28,2.38908
1349,0.009709536,[Weightdecreased],[METHOTREXATE] [HUMIRA],12,3.25203,[METHOTREXATE],31,1.93992,[HUMIRA],75,2.39464
1350,0.00968955,[Syncope],[REVATIO] [LETAIRIS],21,3.54132,[REVATIO],24,2.35988,[LETAIRIS],90,2.66115
1351,0.009681409,[Injectionsiteerythema],[ENBREL] [METHOTREXATE],10,4.06504,[METHOTREXATE],11,0.68836,[ENBREL],75,2.6901
1352,0.009667931,[Nasopharyngitis],[ADCIRCA] [TYVASO],10,3.80228,[ADCIRCA],32,2.81195,[TYVASO],24,2.84698
1353,0.009667061,[Myocardialinfarction],[ASPIRIN] [CARVEDILOL],13,12.7451,[CARVEDILOL],27,6.13636,[ASPIRIN],474,15.8847
1354,0.009648773,[Drugineffective],[HUMALOG] [LANTUS],11,5.28846,[HUMALOG],30,5.12821,[LANTUS],23,1.96246
1355,0.009637519,[Infusionrelatedreaction],[REMICADE] [METHOTREXATE],11,8.66142,[METHOTREXATE],21,1.31414,[REMICADE],94,8.67959
1356,0.00962246,[Breastcancer],[REVLIMID] [DEXAMETHASONE],10,1.82815,[DEXAMETHASONE],11,0.689655,[REVLIMID],14,0.83682
1357,0.009576267,[Cardiacfailurecongestive],[PLAVIX] [COREG],10,13.8889,[PLAVIX],80,4.86027,[COREG],51,18.3453
1358,0.009540521,[Abdominalpain],[FOLICACID] [METHOTREXATE],12,3.1746,[FOLICACID],21,1.94265,[METHOTREXATE],37,2.31539
1359,0.009531601,[Pneumonia],[REVATIO] [LETAIRIS],39,6.57673,[LETAIRIS],144,4.25784,[REVATIO],66,6.48968
1361,0.009361402,[Headache],[LETAIRIS] [WARFARIN],13,5.09804,[WARFARIN],25,2.77469,[LETAIRIS],164,4.8492
1362,0.009315406,[Drugineffective],[FOLICACID] [HUMIRA],10,5.68182,[FOLICACID],27,2.49769,[HUMIRA],181,5.77905
1363,0.009239887,[Asthenia],[COPEGUS] [PEGASYS],16,8.93855,[PEGASYS],39,7.87879,[COPEGUS],16,8.12183
1364,0.009201573,[Coronaryarterydisease] [Cardiacfailurecongestive],[LASIX] [AVANDIA],16,6.69456,[AVANDIA],323,6.59184,[LASIX],16,1.33556
1365,0.009180267,[Myocardialinfarction] [Hypertension],[PLAVIX] [AVANDIA],11,2.22222,[PLAVIX],11,0.668287,[AVANDIA],59,1.20408
1366,0.009064296,[Cerebrovascularaccident],[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL],29,4.83333,[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE],129,3.88087,[EXTRANEAL],32,3.9555
1367,0.009054928,[Sinusitis],[LETAIRIS] [TYVASO],10,2.20264,[LETAIRIS],32,0.946186,[TYVASO],11,1.30486
1368,0.009023795,[Cerebrovascularaccident],[ASPIRIN] [METOPROLOL],16,6.20155,[ASPIRIN],172,5.76407,[METOPROLOL],47,4.60784
1371,0.008925202,[Neutropenia] [Thrombocytopenia],[REVLIMID] [DEXAMETHASONE],12,2.19378,[DEXAMETHASONE],21,1.31661,[REVLIMID],20,1.19546
1372,0.00886737,[Hypotension],[LETAIRIS] [TYVASO],16,3.52423,[TYVASO],24,2.84698,[LETAIRIS],72,2.12892
1373,0.008866041,[Fluidretention],[SILDENAFIL] [TRACLEER],11,5.41872,[SILDENAFIL],23,5.31178,[TRACLEER],29,3.13853
1374,0.008572442,[Psoriasis],[METHOTREXATE] [HUMIRA],12,3.25203,[HUMIRA],77,2.45849,[METHOTREXATE],36,2.25282
1375,0.008566624,[Myocardialinfarction],[HYDROCHLOROTHIAZIDE] [LISINOPRIL],11,10.8911,[HYDROCHLOROTHIAZIDE],48,8.34783,[LISINOPRIL],167,11.4071
1377,0.00850648,[Headache],[REMODULIN] [LETAIRIS],21,5.61497,[LETAIRIS],164,4.8492,[REMODULIN],44,4.64135
1378,0.008479272,[Myocardialinfarction] [Coronaryarterydisease],[LIPITOR] [AVANDIA],10,11.9048,[LIPITOR],10,0.744602,[AVANDIA],509,10.3878
1379,0.008456269,[Toxicitytovariousagents] [Unevaluableevent],[REVLIMID] [DEXAMETHASONE],12,2.19378,[DEXAMETHASONE],19,1.19122,[REVLIMID],23,1.37478
1380,0.008443447,[Plateletcountdecreased] [Whitebloodcellcountdecreased],[COPEGUS] [PEGASYS],10,5.58659,[COPEGUS],10,5.07614,[PEGASYS],21,4.24242
1381,0.00843302,[Pyrexia],[METHOTREXATE] [HUMIRA],15,4.06504,[METHOTREXATE],54,3.37922,[HUMIRA],92,2.93742
1382,0.008429763,[Chestpain],[LETAIRIS] [TYVASO],19,4.18502,[LETAIRIS],81,2.39503,[TYVASO],32,3.79597
1383,0.00837937,[Infusionsitepain],[REMODULIN] [ADCIRCA],10,4.54545,[ADCIRCA],11,0.966608,[REMODULIN],37,3.90295
1384,0.008369925,[Coronaryarterialstentinsertion],[METOPROLOL] [AVANDIA],10,4.6729,[AVANDIA],199,4.06122,[METOPROLOL],10,0.980392
1385,0.008353875,[Cerebrovascularaccident],[ASPIRIN] [AVANDIA],127,14.8191,[AVANDIA],986,20.1224,[ASPIRIN],172,5.76407
1386,0.008184925,[Nausea],[LETAIRIS] [TYVASO],28,6.1674,[LETAIRIS],92,2.72028,[TYVASO],57,6.76157
1387,0.008145407,[Dizziness],[ADCIRCA] [TYVASO],14,5.32319,[ADCIRCA],38,3.33919,[TYVASO],44,5.21945
1388,0.008103217,[Nasalcongestion],[REVATIO] [LETAIRIS],20,3.37268,[REVATIO],21,2.0649,[LETAIRIS],94,2.77942
1389,0.008034282,[Coronaryarterybypass],[PLAVIX] [AVANDIA],17,3.43434,[PLAVIX],21,1.27582,[AVANDIA],144,2.93878
1390,0.008007465,[Myocardialinfarction],[NORVASC] [AVANDIA],43,31.6176,[AVANDIA],2411,49.2041,[NORVASC],49,8.70337
1391,0.00797595,[Malaise],[LETAIRIS] [WARFARIN],13,5.09804,[LETAIRIS],174,5.14488,[WARFARIN],25,2.77469
1392,0.0078963,[Chestpain],[ASPIRIN] [LISINOPRIL],11,3.19767,[ASPIRIN],78,2.61394,[LISINOPRIL],28,1.91257
1393,0.007855587,[Hypotension],[REMODULIN] [ADCIRCA],10,4.54545,[ADCIRCA],28,2.46046,[REMODULIN],42,4.43038
1394,0.007850337,[Unevaluableevent],[REVATIO] [LETAIRIS],25,4.21585,[REVATIO],25,2.45821,[LETAIRIS],133,3.93258
1395,0.007834012,[Pneumonia],[FOLICACID] [METHOTREXATE],13,3.43915,[FOLICACID],28,2.59019,[METHOTREXATE],43,2.69086
1396,0.007794824,[Diarrhoea],[LETAIRIS] [TYVASO],17,3.74449,[LETAIRIS],85,2.51331,[TYVASO],27,3.20285
1397,0.00774922,[Myocardialinfarction],[IMDUR] [AVANDIA],26,40.625,[AVANDIA],2411,49.2041,[IMDUR],30,30
1398,0.007588621,[Ejaculationfailure],[SIMVASTATIN] [PERMETHRIN],10,100,[SIMVASTATIN],11,0.562948,[PERMETHRIN],11,84.6154
1399,0.007548133,[Coronaryarterybypass],[LISINOPRIL] [AVANDIA],12,3.53982,[AVANDIA],144,2.93878,[LISINOPRIL],13,0.887978
1400,0.007546947,[Arthralgia],[FOLICACID] [METHOTREXATE],18,4.7619,[FOLICACID],37,3.42276,[METHOTREXATE],70,4.38048
1401,0.007542866,[Myocardialinfarction] [Cerebrovascularaccident],[PLAVIX] [AVANDIA],16,3.23232,[AVANDIA],137,2.79592,[PLAVIX],22,1.33657
1402,0.007499411,[Cardiacfailurecongestive],[LIPITOR] [AVANDIA],14,16.6667,[LIPITOR],23,1.71258,[AVANDIA],1052,21.4694
1404,0.007425092,[Coronaryarterydisease] [Hypertension],[ASPIRIN] [AVANDIA],14,1.63361,[ASPIRIN],14,0.469169,[AVANDIA],39,0.795918
1405,0.007393231,[Devicerelatedinfection],[REMODULIN] [LETAIRIS],16,4.27807,[REMODULIN],35,3.69198,[LETAIRIS],28,0.827913
1406,0.007375452,[Myocardialinfarction] [Cardiacfailurecongestive],[ASPIRIN] [AVANDIA],64,7.46791,[AVANDIA],440,8.97959,[ASPIRIN],65,2.17828
1407,0.007351898,[Cough],[LETAIRIS] [ADCIRCA],43,5.7257,[LETAIRIS],147,4.34654,[ADCIRCA],62,5.44815
1408,0.00725679,[Fatigue],[LETAIRIS] [TYVASO],23,5.06608,[LETAIRIS],120,3.5482,[TYVASO],41,4.86358
1409,0.007252595,[Rheumatoidarthritis],[FOLICACID] [METHOTREXATE],17,4.49735,[FOLICACID],26,2.40518,[METHOTREXATE],72,4.50563
1411,0.007181637,[Myocardialinfarction],[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL],39,6.5,[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE],191,5.74609,[EXTRANEAL],47,5.80964
1412,0.007122646,[Gastrointestinalhaemorrhage],[PLAVIX] [ASPIRIN],77,13.7993,[ASPIRIN],108,3.6193,[PLAVIX],320,19.4411
1413,0.007032302,[Dyspnoea],[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL],18,3,[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE],73,2.19615,[EXTRANEAL],19,2.34858
1414,0.007000316,[Pyrexia],[REMODULIN] [LETAIRIS],15,4.0107,[LETAIRIS],37,1.09403,[REMODULIN],36,3.79747
1415,0.006951919,[Cardiacfailurecongestive],[METOPROLOL] [AVANDIA],32,14.9533,[METOPROLOL],37,3.62745,[AVANDIA],1052,21.4694
1416,0.006950991,[Myocardialinfarction] [Coronaryarterydisease],[LOPRESSOR] [AVANDIA],14,9.21053,[LOPRESSOR],14,6.1674,[AVANDIA],509,10.3878
1417,0.006870417,[Bloodbilirubinincreased],[OLYSIO] [SOVALDI],15,5.51471,[OLYSIO],19,5.52326,[SOVALDI],24,3.82775
1418,0.00685769,[Headache],[REVATIO] [TYVASO],14,7.73481,[TYVASO],73,8.65955,[REVATIO],50,4.91642
1419,0.006820004,[Offlabeluse] [Nausea],[OLYSIO] [SOVALDI],11,4.04412,[SOVALDI],11,1.75439,[OLYSIO],14,4.06977
1420,0.006807207,[Cough],[LETAIRIS] [WARFARIN],11,4.31373,[WARFARIN],21,2.33074,[LETAIRIS],147,4.34654
1422,0.006719537,[Oropharyngealpain],[LETAIRIS] [TYVASO],11,2.42291,[LETAIRIS],24,0.709639,[TYVASO],15,1.77936
1424,0.006639538,[Anginapectoris],[LISINOPRIL] [AVANDIA],11,3.24484,[AVANDIA],132,2.69388,[LISINOPRIL],11,0.751366
1425,0.006623932,[Crohnsdisease],[METHOTREXATE] [HUMIRA],18,4.87805,[HUMIRA],162,5.17241,[METHOTREXATE],21,1.31414
1426,0.006616631,[Cellulitis],[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL],13,2.16667,[EXTRANEAL],13,1.60692,[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE],36,1.08303
1427,0.006575528,[Myalgia],[SIMVASTATIN] [LANSOPRAZOLE],10,10,[SIMVASTATIN],253,12.9478,[LANSOPRAZOLE],11,1.89003
1428,0.006560484,[Anginaunstable],[ASPIRIN] [AVANDIA],26,3.03384,[ASPIRIN],28,0.938338,[AVANDIA],129,2.63265
1429,0.006510624,[Neutropenia],[CYCLOPHOSPHAMIDE] [DEXAMETHASONE],13,6.31068,[DEXAMETHASONE],60,3.76176,[CYCLOPHOSPHAMIDE],55,6.99746
1430,0.006465397,[Bronchitis],[LETAIRIS] [TYVASO],10,2.20264,[LETAIRIS],41,1.2123,[TYVASO],14,1.66074
1431,0.006448765,[Coronaryarterialstentinsertion] [Cardiacfailurecongestive],[ASPIRIN] [AVANDIA],12,1.40023,[AVANDIA],33,0.673469,[ASPIRIN],12,0.402145
1432,0.006423425,[Ovariancancer],[JOHNSONSBabyProducts] [ShowerToShowerTalcumProduct],202,100,[JOHNSONSBabyProducts],229,98.7069,[ShowerToShowerTalcumProduct],202,100
1433,0.006423425,[Ovariancancer],[ShowertoShowerTalcumProduct] [JOHNSONSBabyProducts],17,100,[JOHNSONSBabyProducts],229,98.7069,[ShowertoShowerTalcumProduct],17,100
1434,0.006390948,[Arthropathy],[FOLICACID] [METHOTREXATE],11,2.91005,[FOLICACID],17,1.57262,[METHOTREXATE],41,2.56571
